"organisasjonsnummer";"navn";"stiftelsesdato";"registreringsdatoEnhetsregisteret";"organisasjonsform";"hjemmeside";"registrertIFrivillighetsregisteret";"registrertIMvaregisteret";"registrertIForetaksregisteret";"registrertIStiftelsesregisteret";"frivilligRegistrertIMvaregisteret";"antallAnsatte";"institusjonellSektorkode.kode";"institusjonellSektorkode.beskrivelse";"naeringskode1.kode";"naeringskode1.beskrivelse";"naeringskode2.kode";"naeringskode2.beskrivelse";"naeringskode3.kode";"naeringskode3.beskrivelse";"postadresse.adresse";"postadresse.postnummer";"postadresse.poststed";"postadresse.kommunenummer";"postadresse.kommune";"postadresse.landkode";"postadresse.land";"forretningsadresse.adresse";"forretningsadresse.postnummer";"forretningsadresse.poststed";"forretningsadresse.kommunenummer";"forretningsadresse.kommune";"forretningsadresse.landkode";"forretningsadresse.land";"sisteInnsendteAarsregnskap";"konkurs";"underAvvikling";"underTvangsavviklingEllerTvangsopplosning";"overordnetEnhet"
990491909;"KEMNEREN I BRØNNØY KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;8905;"BRØNNØYSUND";1813;"BRØNNØY";"NO";"Norge";"Sivert Nielsens gate 24";8904;"BRØNNØYSUND";1813;"BRØNNØY";"NO";"Norge";;"N";"N";"N";
990491925;"SKATTEOPPKREVEREN I VEVELSTAD KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"KOMMUNEHUSET";8976;"VEVELSTAD";1816;"VEVELSTAD";"NO";"Norge";;"N";"N";"N";
990491933;"SKATTEOPPKREVEREN I HERØY KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Rådhuset";8805;"SANDNESSJØEN";1820;"ALSTAHAUG";"NO";"Norge";"Strandgata 52";8800;"SANDNESSJØEN";1820;"ALSTAHAUG";"NO";"Norge";;"N";"N";"N";
990491941;"SKATTEOPPKREVEREN I ALSTAHAUG KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Rådhuset";8805;"SANDNESSJØEN";1820;"ALSTAHAUG";"NO";"Norge";"Strandgata 52";8800;"SANDNESSJØEN";1820;"ALSTAHAUG";"NO";"Norge";;"N";"N";"N";
990491968;"SKATTEOPPKREVEREN I VEFSN KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Skjervgata 43";8657;"MOSJØEN";1824;"VEFSN";"NO";"Norge";;"N";"N";"N";
990491976;"SKATTEOPPKREVEREN I GRANE KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Industriveien 2";8680;"TROFORS";1825;"GRANE";"NO";"Norge";;"N";"N";"N";
990491984;"SKATTEOPPKREVEREN I HATTFJELLDAL KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"O.T.Olsens vei 3 A";8690;"HATTFJELLDAL";1826;"HATTFJELLDAL";"NO";"Norge";;"N";"N";"N";
990491992;"SKATTEOPPKREVEREN I DØNNA KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Rådhuset";8805;"SANDNESSJØEN";1820;"ALSTAHAUG";"NO";"Norge";"Strandgata 52";8800;"SANDNESSJØEN";1820;"ALSTAHAUG";"NO";"Norge";;"N";"N";"N";
990492018;"SKATTEOPPKREVEREN I HEMNES KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Sentrumsveien 1";8646;"KORGEN";1832;"HEMNES";"NO";"Norge";;"N";"N";"N";
990492026;"SKATTEOPPKREVEREN I RANA KOMMUNE";;2007-03-19;"ADOS";"www.rana.kommune.no";"N";"N";"N";"N";;0;;;;;;;;;"Postboks 173";8601;"MO I RANA";1833;"RANA";"NO";"Norge";"Rådhusplassen 2";8622;"MO I RANA";1833;"RANA";"NO";"Norge";;"N";"N";"N";
990492034;"SKATTEOPPKREVEREN I LURØY KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;;8766;"LURØY";1834;"LURØY";"NO";"Norge";;"N";"N";"N";
990492042;"SKATTEOPPKREVEREN I TRÆNA KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;;8770;"TRÆNA";1835;"TRÆNA";"NO";"Norge";;"N";"N";"N";
990492050;"SKATTEOPPKREVEREN I RØDØY KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Kommunehuset";8185;"VÅGAHOLMEN";1836;"RØDØY";"NO";"Norge";;"N";"N";"N";
990492077;"SKATTEOPPKREVEREN I GILDESKÅL";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 54";8138;"INNDYR";1838;"GILDESKÅL";"NO";"Norge";"Rådhuset";8140;"INNDYR";1838;"GILDESKÅL";"NO";"Norge";;"N";"N";"N";
990492085;"SKATTEOPPKREVEREN I BEIARN KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"MOLDJORD";8110;"MOLDJORD";1839;"BEIARN";"NO";"Norge";;"N";"N";"N";
990492093;"SKATTEOPPKREVEREN I SALTDAL KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Kirkegata 23";8250;"ROGNAN";1840;"SALTDAL";"NO";"Norge";;"N";"N";"N";
990492107;"SKATTEOPPKREVEREN I FAUSKE KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 94";8201;"FAUSKE";1841;"FAUSKE";"NO";"Norge";"Torggata 11/21";8200;"FAUSKE";1841;"FAUSKE";"NO";"Norge";;"N";"N";"N";
990492115;"SKATTEOPPKREVEREN I SØRFOLD KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"RÅDHUSET";8226;"STRAUMEN";1845;"SØRFOLD";"NO";"Norge";;"N";"N";"N";
990492123;"SKATTEOPPKREVEREN I STEIGEN KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;;8283;"LEINESFJORD";1848;"STEIGEN";"NO";"Norge";;"N";"N";"N";
990492131;"SKATTEOPPKREVEREN I HAMARØY KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"KOMMUNEHUSET OPPEID";8294;"HAMARØY";1849;"HAMARØY";"NO";"Norge";;"N";"N";"N";
990492158;"SKATTEOPPKREVEREN I LØDINGEN KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Rådhusvegen 27";8410;"LØDINGEN";1851;"LØDINGEN";"NO";"Norge";;"N";"N";"N";
990492166;"SKATTEOPPKREVEREN I TJELDSUND KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"RÅDHUSET";9444;"HOL I TJELDSUND";1852;"TJELDSUND";"NO";"Norge";;"N";"N";"N";
990492174;"SKATTEOPPKREVEREN I EVENES";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Rådhuset";9444;"HOL I TJELDSUND";1852;"TJELDSUND";"NO";"Norge";;"N";"N";"N";
990492182;"SKATTEOPPKREVEREN I BALLANGEN KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Rådhusveien 1";8540;"BALLANGEN";1854;"BALLANGEN";"NO";"Norge";;"N";"N";"N";
990492190;"SKATTEOPPKREVEREN I RØST KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;;8064;"RØST";1856;"RØST";"NO";"Norge";;"N";"N";"N";
990492204;"SKATTEOPPKREVEREN I VÆRØY KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Rådhuset";8063;"VÆRØY";1857;"VÆRØY";"NO";"Norge";;"N";"N";"N";
990492220;"SKATTEOPPKREVEREN I VESTVÅGØY KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 203";8376;"LEKNES";1860;"VESTVÅGØY";"NO";"Norge";"Storgata 37";8370;"LEKNES";1860;"VESTVÅGØY";"NO";"Norge";;"N";"N";"N";
990492247;"KEMNEREN I HADSEL KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Rådhusgata 5";8450;"STOKMARKNES";1866;"HADSEL";"NO";"Norge";;"N";"N";"N";
990492263;"SKATTEOPPKREVEREN I ØKSNES KOMMUNE";;2007-03-19;"ADOS";"www.oksnes.kommune.no";"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Storgata 27";8430;"MYRE";1868;"ØKSNES";"NO";"Norge";;"N";"N";"N";
990492298;"SKATTEOPPKREVEREN I MOSKENES KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Rådhuset";8390;"REINE";1874;"MOSKENES";"NO";"Norge";"Rådhuset";8390;"REINE";1874;"MOSKENES";"NO";"Norge";;"N";"N";"N";
990492328;"SKATTEOPPKREVEREN I KVÆFJORD KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Bygdevegen 26";9475;"BORKENES";1911;"KVÆFJORD";"NO";"Norge";;"N";"N";"N";
990492344;"SKATTEOPPKREVEREN I BJARKØY KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;;9426;"BJARKØY";1903;"HARSTAD";"NO";"Norge";;"N";"N";"N";
990492360;"SKATTEOPPKREVEREN I GRATANGEN KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"ÅRSTEIN";9470;"GRATANGEN";1919;"GRATANGEN";"NO";"Norge";;"N";"N";"N";
990492387;"SKATTEOPPKREVEREN I BARDU KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Altevannsveien 16";9360;"BARDU";1922;"BARDU";"NO";"Norge";;"N";"N";"N";
990492409;"SKATTEOPPKREVEREN I MÅLSELV KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Kommunehuset";9321;"MOEN";1924;"MÅLSELV";"NO";"Norge";;"N";"N";"N";
990492425;"SKATTEOPPKREVEREN I DYRØY KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Dyrøytunet 1";9311;"BRØSTADBOTN";1926;"DYRØY";"NO";"Norge";;"N";"N";"N";
990492441;"SKATTEOPPKREVEREN I TORSKEN KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Kommunehuset";9380;"GRYLLEFJORD";1928;"TORSKEN";"NO";"Norge";;"N";"N";"N";
990492476;"SKATTEOPPKREVEREN I BALSFJORD KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Rådhusgata 11";9050;"STORSTEINNES";1933;"BALSFJORD";"NO";"Norge";;"N";"N";"N";
990492492;"SKATTEOPPKREVEREN I LYNGEN KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Kjosveien 12";9060;"LYNGSEIDET";1938;"LYNGEN";"NO";"Norge";;"N";"N";"N";
990492255;"SKATTEOPPKREVEREN I BØ KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"RÅDHUSET";8475;"STRAUMSJØEN";1867;"BØ";"NO";"Norge";;"N";"N";"N";
990492271;"SKATTEOPPKREVEREN I SORTLAND KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 117";8401;"SORTLAND";1870;"SORTLAND";"NO";"Norge";"Vesterålsgata 57";8400;"SORTLAND";1870;"SORTLAND";"NO";"Norge";;"N";"N";"N";
990492301;"KEMNEREN I HARSTAD";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Rådhuset";9479;"HARSTAD";1903;"HARSTAD";"NO";"Norge";"Asbjørn Selsbanes gate 9";9405;"HARSTAD";1903;"HARSTAD";"NO";"Norge";;"N";"N";"N";
990492336;"SKATTEOPPKREVEREN I SKÅNLAND KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;;9440;"EVENSKJER";1913;"SKÅNLAND";"NO";"Norge";;"N";"N";"N";
990492352;"SKATTEOPPKREVEREN I IBESTAD KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"RÅDHUSET";9450;"HAMNVIK";1917;"IBESTAD";"NO";"Norge";;"N";"N";"N";
990492379;"SKATTEOPPKREVEREN I LAVANGEN";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Årstein";9470;"GRATANGEN";1919;"GRATANGEN";"NO";"Norge";;"N";"N";"N";
990492395;"SKATTEOPPKREVEREN I SALANGEN";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Årstein";9470;"GRATANGEN";1919;"GRATANGEN";"NO";"Norge";;"N";"N";"N";
990492417;"SKATTEOPPKREVEREN I SØRREISA KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Storveien 20";9310;"SØRREISA";1925;"SØRREISA";"NO";"Norge";"Sykehjemsveien 41";9310;"SØRREISA";1925;"SØRREISA";"NO";"Norge";;"N";"N";"N";
990492433;"SKATTEOPPKREVEREN I TRANØY KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Vangsvikveien 298";9304;"VANGSVIK";1927;"TRANØY";"NO";"Norge";;"N";"N";"N";
990492468;"LENVIK KEMNERKONTOR";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Rådhusveien 8";9300;"FINNSNES";1931;"LENVIK";"NO";"Norge";;"N";"N";"N";
990492484;"SKATTEOPPKREVEREN I KARLSØY KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"HANSNES";9130;"HANSNES";1936;"KARLSØY";"NO";"Norge";;"N";"N";"N";
990492506;"SKATTEOPPKREVEREN I STORFJORD KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Hatteng";9046;"OTEREN";1939;"STORFJORD";"NO";"Norge";;"N";"N";"N";
990492514;"SKATTEOPPKREVEREN I GAIVUONA SUOHKAN / KÅFJORD KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Øvervegen 2";9146;"OLDERDALEN";1940;"KÅFJORD";"NO";"Norge";;"N";"N";"N";
990492662;"SKATTEOPPKREVEREN I KARASJOGA GIELDA / KARASJOK KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Raddeviessogeaidnu 4";9730;"KARASJOK";2021;"KARASJOK";"NO";"Norge";;"N";"N";"N";
990492522;"SKATTEOPPKREVEREN I SKJERVØY KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 145";9189;"SKJERVØY";1941;"SKJERVØY";"NO";"Norge";"Skoleveien 6";9180;"SKJERVØY";1941;"SKJERVØY";"NO";"Norge";;"N";"N";"N";
990492530;"SKATTEOPPKREVEREN I NORDREISA KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 174";9156;"STORSLETT";1942;"NORDREISA";"NO";"Norge";"Sentrum 17";9151;"STORSLETT";1942;"NORDREISA";"NO";"Norge";;"N";"N";"N";
990492549;"SKATTEOPPKREVEREN I KVÆNANGEN KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"BURFJORD";9161;"BURFJORD";1943;"KVÆNANGEN";"NO";"Norge";;"N";"N";"N";
990492557;"SKATTEOPPKREVEREN I VARDØ KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Kirkegata 4";9950;"VARDØ";2002;"VARDØ";"NO";"Norge";;"N";"N";"N";
990492565;"SKATTEOPPKREVEREN I VADSØ KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Tollbugata 14";9800;"VADSØ";2003;"VADSØ";"NO";"Norge";;"N";"N";"N";
990492573;"SKATTEOPPKREVEREN I HAMMERFEST KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 1224";9616;"HAMMERFEST";2004;"HAMMERFEST";"NO";"Norge";"Storgata kommunehus Storgata 17";9600;"HAMMERFEST";2004;"HAMMERFEST";"NO";"Norge";;"N";"N";"N";
990492581;"SKATTEOPPKREVEREN I GUOVDAGEAINNU SUOHKAN / KAUTOKEINO KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Bredbuktnesveien 6";9520;"KAUTOKEINO";2011;"KAUTOKEINO";"NO";"Norge";;"N";"N";"N";
990492603;"SKATTEOPPKREVEREN I LOPPA KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Parkveien 1-3";9550;"ØKSFJORD";2014;"LOPPA";"NO";"Norge";;"N";"N";"N";
990492611;"SKATTEOPPKREVEREN I HASVIK KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Fjellveien 6";9593;"BREIVIKBOTN";2015;"HASVIK";"NO";"Norge";;"N";"N";"N";
990492638;"SKATTEOPPKREVEREN I MÅSØY KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Torget 1";9690;"HAVØYSUND";2018;"MÅSØY";"NO";"Norge";;"N";"N";"N";
990492646;"SKATTEOPPKREVEREN I NORDKAPP KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 403";9751;"HONNINGSVÅG";2019;"NORDKAPP";"NO";"Norge";"Rådhusgata 12";9750;"HONNINGSVÅG";2019;"NORDKAPP";"NO";"Norge";;"N";"N";"N";
990492654;"SKATTEOPPKREVEREN I PORSANGER KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Rådhuset";9712;"LAKSELV";2020;"PORSANGER";"NO";"Norge";;"N";"N";"N";
990492670;"SKATTEOPPKREVEREN I LEBESBY KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 38";9790;"KJØLLEFJORD";2022;"LEBESBY";"NO";"Norge";"STRANDVN 152/154";9790;"KJØLLEFJORD";2022;"LEBESBY";"NO";"Norge";;"N";"N";"N";
990492689;"SKATTEOPPKREVEREN I GAMVIK KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Vevikveien 6";9770;"MEHAMN";2023;"GAMVIK";"NO";"Norge";;"N";"N";"N";
990492697;"SKATTEOPPKREVEREN I BERLEVÅG KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Torget 4";9980;"BERLEVÅG";2024;"BERLEVÅG";"NO";"Norge";;"N";"N";"N";
990492700;"SKATTEOPPKREVEREN I DEANU GIELDA / TANA KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"RÅDHUSVN 3";9845;"TANA";2025;"TANA";"NO";"Norge";;"N";"N";"N";
990492719;"SKATTEOPPKREVEREN I UNJARGGA GIELDA / NESSEBY KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"RÅDHUSET";9840;"VARANGERBOTN";2027;"NESSEBY";"NO";"Norge";;"N";"N";"N";
990492727;"SKATTEOPPKREVEREN I BÅTSFJORD KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 610";9991;"BÅTSFJORD";2028;"BÅTSFJORD";"NO";"Norge";"Hindberggata 18";9990;"BÅTSFJORD";2028;"BÅTSFJORD";"NO";"Norge";;"N";"N";"N";
990492735;"SKATTEOPPKREVEREN I SØR-VARANGER KOMMUNE";;2007-03-19;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Rådhusplassen 3";9900;"KIRKENES";2030;"SØR-VARANGER";"NO";"Norge";;"N";"N";"N";
991753486;"SVALBARDS MILJØVERNFOND BEVILGNINGSREGNSKAPET";;2007-09-25;"ADOS";"www.sysselmannen.no";"N";"N";"N";"N";;0;;;;;;;;;"Postboks 633";9171;"LONGYEARBYEN";2111;"SPITSBERGEN";"NO";"Norge";;9170;"LONGYEARBYEN";2111;"SPITSBERGEN";"NO";"Norge";;"N";"N";"N";
991763147;"SKATTEOPPKREVEREN I KRISTIANSUND";;2007-09-27;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Kaibakken 2";6509;"KRISTIANSUND N";1505;"KRISTIANSUND";"NO";"Norge";;"N";"N";"N";
992462744;"KUNST I OFFENTLIGE ROM - FOND KORO";;2008-03-25;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 6994 St Olavs Plass";130;"OSLO";301;"OSLO";"NO";"Norge";"Kristian Augusts gate 23";164;"OSLO";301;"OSLO";"NO";"Norge";;"N";"N";"N";
992471484;"SKATTEOPPKREVER FOR SVALBARD";;2008-03-27;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 6310";9293;"TROMSØ";1902;"TROMSØ";"NO";"Norge";"Kaigata 3-5";9008;"TROMSØ";1902;"TROMSØ";"NO";"Norge";;"N";"N";"N";
992473126;"REINDRIFTENS UTVIKLINGSFOND";;2008-03-27;"ADOS";"www.reindrift.no";"N";"N";"N";"N";;0;;;;;;;;;"Postboks 1104";9504;"ALTA";2012;"ALTA";"NO";"Norge";"Markveien 14";9510;"ALTA";2012;"ALTA";"NO";"Norge";;"N";"N";"N";
993754013;"SENTRALSKATTEKONTORET FOR UTENLANDSSAKER";;2009-02-17;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 8031";4068;"STAVANGER";1103;"STAVANGER";"NO";"Norge";"Lagårdsveien 46";4010;"STAVANGER";1103;"STAVANGER";"NO";"Norge";;"N";"N";"N";
993821950;"NAV VENTELØNN";;2009-03-05;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 7062 St Olavs Plass";130;"OSLO";301;"OSLO";"NO";"Norge";"Mariboes gate 8";183;"OSLO";301;"OSLO";"NO";"Norge";;"N";"N";"N";
993844896;"NAV VIKEN";;2009-03-10;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 5 St. Olavs Plass";130;"OSLO";301;"OSLO";"NO";"Norge";"Sannergata 2";557;"OSLO";301;"OSLO";"NO";"Norge";;"N";"N";"N";
993896462;"NORSK PASIENTSKADEERSTATNING - PRIVAT SEKTOR";;2009-03-23;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 3    St. Olavs Plass";130;"OSLO";301;"OSLO";"NO";"Norge";"Holbergs gate 1";166;"OSLO";301;"OSLO";"NO";"Norge";;"N";"N";"N";
994550446;"SKATTEOPPKREVER FOR KILDESKATT PÅ PENSJON";;2009-09-22;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 6310";9293;"TROMSØ";1902;"TROMSØ";"NO";"Norge";"Kaigata 3-5";9008;"TROMSØ";1902;"TROMSØ";"NO";"Norge";;"N";"N";"N";
994784781;"NAV HADELAND AVD LUNNER";;2009-11-17;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 220";2711;"GRAN";534;"GRAN";"NO";"Norge";"Smietorget";2750;"GRAN";534;"GRAN";"NO";"Norge";;"N";"N";"N";
997514386;"SKATTEOPPKREVEREN I NYE INDERØY KOMMUNE";;2011-10-27;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Liavegen 1";7790;"MALM";1724;"VERRAN";"NO";"Norge";"Inn-Trøndelag Skatteoppkreverkontor Kjerkbakken 2";7790;"MALM";1724;"VERRAN";"NO";"Norge";;"N";"N";"N";
998890063;"KEMNEREN I HARSTAD";;2012-09-27;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Rådhuset";9479;"HARSTAD";1903;"HARSTAD";"NO";"Norge";"Asbjørn Selsbanes gate 9";9405;"HARSTAD";1903;"HARSTAD";"NO";"Norge";;"N";"N";"N";
992187298;"Skatteoppkrever utland/ International Tax Collection Office";;2008-01-16;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Lagårdsveien 46";4010;"STAVANGER";1103;"STAVANGER";"NO";"Norge";;"N";"N";"N";
993301639;"STATENS KUNSTNERSTIPEND";;2008-11-10;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 8052 Dep";31;"OSLO";301;"OSLO";"NO";"Norge";"Mølleparken 2";459;"OSLO";301;"OSLO";"NO";"Norge";;"N";"N";"N";
993372250;"UTVALGET FOR FORVALTNING AV AVGIFT PÅ FISKEEKSPORT";;2008-12-01;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;"Postboks 185  Sentrum Fiskeridirektoratet";5804;"BERGEN";1201;"BERGEN";"NO";"Norge";"Strandgaten 229";5004;"BERGEN";1201;"BERGEN";"NO";"Norge";;"N";"N";"N";
998816378;"ARBEIDSGRUPPEN FOR ANTIBIOTIKASPØRSMÅL - AFA";;2012-09-20;"ADOS";;"N";"N";"N";"N";;0;;;;;;;;;;;;;;;;"Ulvikveien 37A";3150;"TOLVSRØD";704;"TØNSBERG";"NO";"Norge";;"N";"N";"N";
